"","x"
"7163",5
"7164",6
"7165",4
"7166",2
"7167",6
"7168",2
"7169",1
"7170",4
"7171",5
"7172",3
"7173",4
"7174",2
"7175",5
"7176",6
"7177",3
"7178",4
"7179",6
"7180",4
"7181",1
"7182",1
"7183",3
"7184",2
"7185",2
"7186",6
"7187",5
"7188",6
"7189",5
"7190",4
"7191",1
"7192",4
"7193",5
"7194",6
"7195",4
"7196",6
"7197",2
"7198",4
"7199",1
"7200",6
"7201",6
"7202",3
"7203",4
"7204",2
"7205",4
"7206",5
"7207",1
"7208",2
"7209",1
"7210",6
"7211",2
"7212",6
"7213",5
"7214",1
"7215",6
"7216",1
"7217",6
"7218",2
"7219",6
"7220",3
"7221",2
"7222",5
"7223",1
"7224",6
"7225",4
"7226",5
"7227",4
"7228",2
"7229",3
"7230",6
"7231",5
"7232",2
"7233",5
"7234",5
"7235",6
"7236",6
"7237",4
"7238",4
"7239",1
"7240",5
"7241",1
"7242",4
"7243",1
"7244",4
"7245",5
"7246",1
"7247",6
"7248",3
"7249",5
"7250",1
"7251",3
"7252",2
"7253",4
"7254",1
"7255",1
"7256",3
"7257",5
"7258",6
"7259",1
"7260",1
"7261",6
"7262",4
"7263",3
"7264",4
"7265",6
"7266",6
"7267",2
"7268",1
"7269",1
"7270",1
"7271",6
"7272",4
"7273",3
"7274",5
"7275",2
"7276",3
"7277",6
"7278",5
"7279",4
"7280",3
"7281",2
"7282",6
"7283",2
"7284",2
"7285",2
"7286",5
"7287",6
"7288",5
"7289",6
"7290",2
"7291",6
"7292",5
"7293",2
"7294",6
"7295",5
"7296",2
"7297",1
"7298",2
"7299",5
"7300",2
"7301",1
"7302",6
"7303",6
"7304",6
"7305",5
"7306",6
"7307",1
"7308",1
"7309",2
"7310",3
"7311",2
"7312",1
"7313",4
"7314",6
"7315",6
"7316",4
"7317",1
"7318",3
"7319",3
"7320",3
"7321",2
"7322",3
"7323",5
"7324",5
"7325",2
"7326",6
"7327",6
"7328",4
"7329",4
"7330",5
"7331",5
"7332",6
"7333",6
"7334",3
"7335",5
"7336",5
"7337",1
"7338",3
"7339",3
"7340",5
"7341",6
"7342",4
"7343",2
"7344",2
"7345",3
"7346",1
"7347",1
"7348",2
"7349",4
"7350",5
"7351",1
"7352",5
"7353",4
"7354",4
"7355",3
"7356",1
"7357",2
"7358",2
"7359",6
"7360",4
"7361",2
"7362",1
"7363",6
"7364",1
"7365",3
"7366",4
"7367",4
"7368",3
"7369",5
"7370",4
"7371",4
"7372",3
"7373",4
"7374",4
"7375",4
"7376",1
"7377",1
"7378",6
"7379",3
"7380",4
"7381",1
"7382",3
"7383",4
"7384",6
"7385",1
"7386",4
"7387",6
"7388",4
"7389",3
"7390",6
"7391",6
"7392",2
"7393",2
"7394",5
"7395",2
"7396",2
"7397",2
"7398",6
"7399",5
"7400",5
"7401",5
"7402",5
"7403",4
"7404",2
"7405",2
"7406",1
"7407",4
"7408",2
"7409",4
"7410",4
"7411",5
"7412",3
"7413",2
"7414",5
"7415",4
"7416",2
"7417",5
"7418",3
"7419",1
"7420",5
"7421",2
"7422",2
"7423",4
"7424",3
"7425",6
"7426",6
"7427",2
"7428",4
"7429",3
"7430",1
"7431",4
"7432",3
"7433",6
"7434",5
"7435",2
"7436",4
"7437",4
"7438",3
"7439",2
"7440",2
"7441",4
"7442",2
"7443",6
"7444",2
"7445",1
"7446",6
"7447",6
"7448",1
"7449",4
"7450",4
"7451",1
"7452",4
"7453",3
"7454",4
"7455",1
"7456",2
"7457",3
"7458",3
"7459",4
"7460",6
"7461",2
"7462",4
"7463",4
"7464",6
"7465",5
"7466",2
"7467",6
"7468",2
"7469",5
"7470",4
"7471",2
"7472",1
"7473",4
"7474",6
"7475",1
"7476",1
"7477",4
"7478",3
"7479",4
"7480",1
"7481",2
"7482",4
"7483",6
"7484",2
"7485",3
"7486",4
"7487",4
"7488",5
"7489",4
"7490",4
"7491",4
"7492",4
"7493",6
"7494",5
"7495",3
"7496",4
"7497",6
"7498",6
"7499",4
"7500",1
"7501",6
"7502",4
"7503",4
"7504",3
"7505",5
"7506",6
"7507",5
"7508",6
"7509",3
"7510",1
"7511",4
"7512",5
"7513",4
"7514",4
"7515",3
"7516",6
"7517",1
"7518",3
"7519",2
"7520",2
"7521",4
"7522",1
"7523",3
"7524",3
"7525",6
"7526",3
"7527",2
"7528",1
"7529",4
"7530",5
"7531",4
"7532",5
"7533",3
"7534",6
"7535",4
"7536",1
"7537",2
"7538",6
"7539",4
"7540",5
"7541",4
"7542",3
"7543",1
"7544",3
"7545",6
"7546",6
"7547",4
"7548",2
"7549",3
"7550",1
"7551",1
"7552",1
"7553",2
"7554",1
"7555",1
"7556",6
"7557",1
"7558",5
"7559",4
"7560",3
"7561",5
"7562",4
"7563",5
"7564",2
"7565",1
"7566",2
"7567",4
"7568",5
"7569",5
"7570",3
"7571",5
"7572",5
"7573",3
"7574",6
"7575",6
"7576",1
"7577",6
"7578",6
"7579",1
"7580",2
"7581",4
"7582",6
"7583",2
"7584",3
"7585",4
"7586",4
"7587",5
"7588",6
"7589",3
"7590",1
"7591",4
"7592",6
"7593",2
"7594",1
"7595",3
"7596",6
"7597",5
"7598",1
"7599",1
"7600",1
"7601",1
"7602",1
"7603",4
"7604",2
"7605",1
"7606",2
"7607",6
"7608",3
"7609",4
"7610",2
"7611",6
"7612",4
"7613",1
"7614",1
"7615",3
"7616",3
"7617",6
"7618",5
"7619",5
"7620",1
"7621",6
"7622",1
"7623",2
"7624",4
"7625",2
"7626",6
"7627",1
"7628",6
"7629",4
"7630",6
"7631",6
"7632",4
"7633",3
"7634",3
"7635",6
"7636",1
"7637",2
"7638",4
"7639",2
"7640",4
"7641",2
"7642",6
"7643",3
"7644",1
"7645",4
"7646",3
"7647",4
"7648",5
"7649",6
"7650",1
"7651",1
"7652",4
"7653",6
"7654",2
"7655",3
"7656",2
"7657",1
"7658",6
"7659",3
"7660",5
"7661",3
"7662",1
"7663",3
"7664",5
"7665",6
"7666",5
"7667",6
"7668",5
"7669",6
"7670",1
"7671",1
"7672",4
"7673",5
"7674",3
"7675",1
"7676",5
"7677",1
"7678",6
"7679",2
"7680",2
"7681",5
"7682",4
"7683",5
"7684",5
"7685",6
"7686",5
"7687",5
"7688",1
"7689",1
"7690",6
"7691",4
"7692",3
"7693",3
"7694",1
"7695",4
"7696",2
"7697",6
"7698",2
"7699",2
"7700",4
"7701",1
"7702",5
"7703",4
"7704",1
"7705",3
"7706",5
"7707",3
"7708",4
"7709",1
"7710",2
"7711",6
"7712",6
"7713",2
"7714",6
"7715",4
"7716",4
"7717",3
"7718",1
"7719",4
"7720",5
"7721",4
"7722",2
"7723",3
"7724",5
"7725",6
"7726",5
"7727",6
"7728",5
"7729",1
"7730",5
"7731",5
"7732",3
"7733",2
"7734",1
"7735",3
"7736",6
"7737",4
"7738",2
"7739",2
"7740",1
"7741",4
"7742",5
"7743",4
"7744",6
"7745",6
"7746",2
"7747",2
"7748",1
"7749",3
"7750",4
"7751",6
"7752",2
"7753",6
"7754",6
"7755",5
"7756",6
"7757",2
"7758",5
"7759",2
"7760",3
"7761",4
"7762",6
"7763",5
"7764",5
"7765",3
"7766",5
"7767",3
"7768",6
"7769",1
"7770",2
"7771",1
"7772",1
"7773",1
"7774",5
"7775",6
"7776",1
"7777",4
"7778",3
"7779",1
"7780",5
"7781",3
"7782",2
"7783",1
"7784",2
"7785",2
"7786",6
"7787",5
"7788",4
"7789",2
"7790",3
"7791",2
"7792",2
"7793",2
"7794",5
"7795",2
"7796",4
"7797",5
"7798",4
"7799",1
"7800",5
"7801",6
"7802",5
"7803",2
"7804",4
"7805",3
"7806",5
"7807",4
"7808",1
"7809",2
"7810",5
"7811",1
"7812",6
"7813",2
"7814",2
"7815",1
"7816",2
"7817",2
"7818",3
"7819",1
"7820",5
"7821",2
"7822",5
"7823",5
"7824",5
"7825",3
"7826",3
"7827",4
"7828",3
"7829",3
"7830",6
"7831",4
"7832",4
"7833",3
"7834",3
"7835",2
"7836",3
"7837",6
"7838",3
"7839",2
"7840",3
"7841",2
"7842",2
"7843",3
"7844",6
"7845",1
"7846",5
"7847",5
"7848",5
"7849",2
"7850",6
"7851",2
"7852",4
"7853",4
"7854",2
"7855",6
"7856",1
"7857",6
"7858",4
"7859",4
"7860",4
"7861",1
"7862",4
"7863",3
"7864",1
"7865",3
"7866",6
"7867",5
"7868",6
"7869",3
"7870",4
"7871",3
"7872",6
"7873",5
"7874",4
"7875",5
"7876",5
"7877",4
"7878",2
"7879",1
"7880",1
"7881",3
"7882",4
"7883",3
"7884",2
"7885",1
"7886",2
"7887",3
"7888",1
"7889",2
"7890",4
"7891",4
"7892",3
"7893",3
"7894",1
"7895",1
"7896",4
"7897",2
"7898",1
"7899",4
"7900",3
"7901",2
"7902",3
"7903",2
"7904",1
"7905",4
"7906",1
"7907",1
"7908",5
"7909",3
"7910",1
"7911",1
"7912",2
"7913",3
"7914",3
"7915",2
"7916",6
"7917",5
"7918",5
"7919",5
"7920",1
"7921",4
"7922",6
"7923",2
"7924",1
"7925",6
"7926",6
"7927",6
"7928",2
"7929",4
"7930",2
"7931",2
"7932",1
"7933",1
"7934",5
"7935",6
"7936",3
"7937",2
"7938",1
"7939",6
"7940",4
"7941",2
"7942",6
"7943",6
"7944",1
"7945",3
"7946",6
"7947",4
"7948",5
"7949",3
"7950",3
"7951",6
"7952",2
"7953",3
"7954",2
"7955",6
"7956",4
"7957",1
"7958",5
"7959",4
"7960",5
"7961",4
"7962",5
"7963",2
"7964",1
"7965",3
"7966",3
"7967",6
"7968",2
"7969",5
"7970",5
"7971",6
"7972",5
"7973",6
"7974",6
"7975",6
"7976",4
"7977",5
"7978",3
"7979",6
"7980",1
"7981",4
"7982",4
"7983",3
"7984",6
"7985",2
"7986",5
"7987",2
"7988",4
"7989",5
"7990",6
"7991",1
"7992",5
"7993",2
"7994",5
"7995",2
"7996",2
"7997",5
"7998",4
"7999",5
"8000",3
"8001",2
"8002",1
"8003",2
"8004",1
"8005",5
"8006",6
"8007",1
"8008",5
"8009",1
"8010",1
"8011",5
"8012",4
"8013",4
"8014",2
"8015",5
"8016",3
"8017",4
"8018",1
"8019",6
"8020",6
"8021",4
"8022",2
"8023",4
"8024",2
"8025",6
"8026",3
"8027",6
"8028",2
"8029",6
"8030",6
"8031",2
"8032",1
"8033",2
"8034",6
"8035",1
"8036",6
"8037",3
"8038",4
"8039",6
"8040",6
"8041",6
"8042",6
"8043",2
"8044",2
"8045",6
"8046",1
"8047",1
"8048",6
"8049",2
"8050",4
"8051",4
"8052",3
"8053",6
"8054",4
"8055",4
"8056",1
"8057",1
"8058",1
"8059",2
"8060",4
"8061",4
"8062",2
"8063",5
"8064",1
"8065",5
"8066",2
"8067",5
"8068",4
"8069",6
"8070",6
"8071",4
"8072",1
"8073",1
"8074",2
"8075",4
"8076",4
"8077",5
"8078",3
"8079",6
"8080",1
"8081",5
"8082",3
"8083",6
"8084",2
"8085",5
"8086",2
"8087",3
"8088",2
"8089",5
"8090",1
"8091",2
"8092",6
"8093",2
"8094",1
"8095",1
"8096",4
"8097",2
"8098",5
"8099",3
"8100",1
"8101",3
"8102",3
"8103",5
"8104",4
"8105",6
"8106",6
"8107",3
"8108",2
"8109",1
"8110",3
"8111",3
"8112",2
"8113",2
"8114",3
"8115",1
"8116",5
"8117",2
"8118",5
"8119",4
"8120",1
"8121",2
"8122",1
"8123",3
"8124",3
"8125",6
"8126",2
"8127",4
"8128",1
"8129",2
"8130",5
"8131",3
"8132",2
"8133",2
"8134",6
"8135",4
"8136",4
"8137",1
"8138",2
"8139",6
"8140",2
"8141",6
"8142",3
"8143",5
"8144",3
"8145",6
"8146",3
"8147",6
"8148",6
"8149",3
"8150",5
"8151",1
"8152",4
"8153",2
"8154",3
"8155",6
"8156",6
"8157",5
"8158",1
"8159",1
"8160",3
"8161",2
"8162",6
"8163",2
"8164",1
"8165",2
"8166",4
"8167",2
"8168",1
"8169",1
"8170",3
"8171",6
"8172",5
"8173",2
"8174",5
"8175",4
"8176",5
"8177",3
"8178",5
"8179",2
"8180",1
"8181",1
"8182",1
"8183",6
"8184",1
"8185",5
"8186",4
"8187",6
"8188",2
"8189",1
"8190",4
"8191",2
"8192",4
"8193",1
"8194",1
"8195",2
"8196",5
"8197",6
"8198",2
"8199",2
"8200",1
"8201",2
"8202",5
"8203",5
"8204",1
"8205",3
"8206",3
"8207",6
"8208",2
"8209",4
"8210",2
"8211",2
"8212",3
"8213",6
"8214",3
"8215",4
"8216",6
"8217",1
"8218",4
"8219",4
"8220",1
"8221",3
"8222",6
"8223",5
"8224",3
"8225",4
"8226",3
"8227",3
"8228",3
"8229",2
"8230",5
"8231",3
"8232",6
"8233",3
"8234",1
"8235",1
"8236",6
"8237",5
"8238",6
"8239",4
"8240",1
"8241",1
"8242",5
"8243",2
"8244",6
"8245",2
"8246",6
"8247",1
"8248",6
"8249",2
"8250",2
"8251",5
"8252",5
"8253",2
"8254",4
"8255",2
"8256",2
"8257",6
"8258",5
"8259",2
"8260",5
"8261",6
"8262",4
"8263",1
"8264",3
"8265",5
"8266",5
"8267",5
"8268",2
"8269",1
"8270",2
"8271",3
"8272",5
"8273",3
"8274",3
"8275",1
"8276",3
"8277",1
"8278",5
"8279",4
"8280",3
"8281",1
"8282",5
"8283",4
"8284",4
"8285",1
"8286",5
"8287",1
"8288",2
"8289",4
"8290",1
"8291",2
"8292",1
"8293",4
"8294",4
"8295",5
"8296",4
"8297",1
"8298",3
"8299",4
"8300",1
"8301",1
"8302",4
"8303",1
"8304",5
"8305",6
"8306",1
"8307",1
"8308",6
"8309",5
"8310",3
"8311",2
"8312",6
"8313",5
"8314",5
"8315",2
"8316",3
"8317",1
"8318",3
"8319",4
"8320",6
"8321",3
"8322",1
"8323",4
"8324",5
"8325",4
"8326",5
"8327",3
"8328",1
"8329",3
"8330",2
"8331",2
"8332",1
"8333",6
"8334",5
"8335",5
"8336",6
"8337",2
"8338",3
"8339",2
"8340",6
"8341",3
"8342",4
"8343",6
"8344",3
"8345",3
"8346",4
"8347",6
"8348",6
"8349",1
"8350",6
"8351",5
"8352",4
"8353",2
"8354",2
"8355",5
"8356",3
"8357",5
"8358",5
"8359",1
"8360",5
"8361",3
"8362",4
"8363",6
"8364",6
"8365",1
"8366",6
"8367",5
"8368",6
"8369",6
"8370",2
"8371",2
"8372",4
"8373",2
"8374",3
"8375",1
"8376",1
"8377",3
"8378",6
"8379",6
"8380",1
"8381",4
"8382",3
"8383",1
"8384",5
"8385",2
"8386",1
"8387",5
"8388",2
"8389",3
"8390",4
"8391",3
"8392",1
"8393",3
"8394",4
"8395",3
"8396",3
"8397",2
"8398",1
"8399",5
"8400",4
"8401",4
"8402",2
"8403",5
"8404",5
"8405",3
"8406",2
"8407",2
"8408",1
"8409",3
"8410",5
"8411",5
"8412",3
"8413",3
"8414",4
"8415",3
"8416",5
"8417",3
"8418",6
"8419",6
"8420",1
"8421",2
"8422",3
"8423",2
"8424",2
"8425",6
"8426",4
"8427",4
"8428",3
"8429",1
"8430",2
"8431",4
"8432",3
"8433",2
"8434",3
"8435",6
"8436",5
"8437",1
"8438",3
"8439",1
"8440",5
"8441",5
"8442",5
"8443",4
"8444",3
"8445",1
"8446",3
"8447",3
"8448",2
"8449",2
"8450",2
"8451",3
"8452",4
"8453",6
"8454",4
"8455",6
"8456",2
"8457",1
"8458",3
"8459",3
"8460",3
"8461",2
"8462",6
"8463",5
"8464",6
"8465",2
"8466",3
"8467",5
"8468",6
"8469",1
"8470",1
"8471",5
"8472",1
"8473",6
"8474",3
"8475",3
"8476",1
"8477",6
"8478",1
"8479",1
"8480",5
"8481",4
"8482",5
"8483",2
"8484",4
"8485",3
"8486",2
"8487",5
"8488",1
"8489",4
"8490",1
"8491",2
"8492",1
"8493",3
"8494",4
"8495",2
"8496",1
"8497",2
"8498",2
"8499",2
"8500",1
"8501",1
"8502",2
"8503",1
"8504",4
"8505",2
"8506",5
"8507",2
"8508",4
"8509",3
"8510",4
"8511",4
"8512",6
"8513",2
"8514",4
"8515",3
"8516",3
"8517",3
"8518",4
"8519",4
"8520",6
"8521",3
"8522",2
"8523",4
"8524",3
"8525",5
"8526",5
"8527",6
"8528",4
"8529",5
"8530",6
"8531",4
"8532",1
"8533",5
"8534",5
"8535",5
"8536",5
"8537",2
"8538",5
"8539",2
"8540",2
"8541",4
"8542",1
"8543",3
"8544",6
"8545",5
"8546",2
"8547",3
"8548",5
"8549",4
"8550",1
"8551",4
"8552",6
"8553",6
"8554",1
"8555",1
"8556",6
"8557",4
"8558",5
"8559",6
"8560",6
"8561",1
"8562",4
"8563",6
"8564",1
"8565",1
"8566",5
"8567",5
"8568",6
"8569",4
"8570",2
"8571",3
"8572",6
"8573",3
"8574",1
"8575",3
"8576",4
"8577",6
"8578",6
"8579",2
"8580",3
"8581",3
"8582",6
"8583",6
"8584",4
"8585",5
"8586",1
"8587",4
"8588",2
"8589",3
"8590",5
"8591",4
"8592",5
"8593",2
"8594",1
"8595",2
"8596",2
"8597",3
"8598",5
"8599",4
"8600",5
"8601",3
"8602",1
"8603",2
"8604",4
"8605",3
"8606",3
"8607",5
"8608",1
"8609",1
"8610",1
"8611",2
"8612",1
"8613",4
"8614",3
"8615",2
"8616",3
"8617",4
"8618",3
"8619",1
"8620",1
"8621",5
"8622",3
"8623",1
"8624",2
"8625",3
"8626",6
"8627",4
"8628",6
"8629",1
"8630",5
"8631",4
"8632",3
"8633",1
"8634",3
"8635",4
"8636",2
"8637",1
"8638",5
"8639",1
"8640",2
"8641",3
"8642",3
"8643",3
"8644",4
"8645",3
"8646",4
"8647",1
"8648",5
"8649",6
"8650",6
"8651",3
"8652",2
"8653",2
"8654",1
"8655",3
"8656",4
"8657",4
"8658",2
"8659",4
"8660",3
"8661",6
"8662",6
"8663",3
"8664",4
"8665",3
"8666",6
"8667",2
"8668",5
"8669",2
"8670",1
"8671",3
"8672",6
"8673",2
"8674",5
"8675",4
"8676",2
"8677",6
"8678",4
"8679",1
"8680",6
"8681",4
"8682",6
"8683",1
"8684",3
"8685",1
"8686",5
"8687",6
"8688",3
"8689",5
"8690",3
"8691",1
"8692",1
"8693",4
"8694",2
"8695",5
"8696",6
"8697",3
"8698",4
"8699",5
"8700",5
"8701",1
"8702",3
"8703",6
"8704",6
"8705",2
"8706",4
"8707",3
"8708",4
"8709",1
"8710",4
"8711",6
"8712",1
"8713",5
"8714",6
"8715",5
"8716",3
"8717",3
"8718",2
"8719",3
"8720",1
"8721",5
"8722",2
"8723",2
"8724",5
"8725",5
"8726",6
"8727",1
"8728",1
"8729",5
"8730",3
"8731",1
"8732",1
"8733",5
"8734",4
"8735",1
"8736",1
"8737",6
"8738",6
"8739",6
"8740",5
"8741",3
"8742",4
"8743",6
"8744",6
"8745",4
"8746",3
"8747",3
"8748",3
"8749",6
"8750",3
"8751",2
"8752",3
"8753",5
"8754",5
"8755",2
"8756",1
"8757",4
"8758",3
"8759",6
"8760",3
"8761",2
"8762",1
"8763",3
"8764",1
"8765",5
"8766",5
"8767",2
"8768",5
"8769",4
"8770",3
"8771",5
"8772",5
"8773",4
"8774",4
"8775",2
"8776",3
"8777",1
"8778",2
"8779",3
"8780",4
"8781",3
"8782",5
"8783",6
"8784",5
"8785",6
"8786",2
"8787",6
"8788",5
"8789",3
"8790",6
"8791",4
"8792",4
"8793",2
"8794",1
"8795",1
"8796",1
"8797",2
"8798",6
"8799",3
"8800",3
"8801",3
"8802",2
"8803",4
"8804",4
"8805",6
"8806",1
"8807",6
"8808",2
"8809",3
"8810",6
"8811",2
"8812",3
"8813",6
"8814",3
"8815",6
"8816",5
"8817",4
"8818",2
"8819",4
"8820",6
"8821",4
"8822",6
"8823",3
"8824",3
"8825",5
"8826",3
"8827",5
"8828",4
"8829",5
"8830",2
"8831",4
"8832",2
"8833",3
"8834",2
"8835",5
"8836",6
"8837",4
"8838",2
"8839",6
"8840",1
"8841",2
"8842",3
"8843",1
"8844",4
"8845",1
"8846",6
"8847",5
"8848",4
"8849",4
"8850",4
"8851",2
"8852",4
"8853",3
"8854",3
"8855",5
"8856",1
"8857",3
"8858",2
"8859",3
"8860",3
"8861",6
"8862",4
"8863",5
"8864",3
"8865",2
"8866",6
"8867",6
"8868",1
"8869",1
"8870",5
"8871",5
"8872",3
"8873",5
"8874",5
"8875",5
"8876",2
"8877",6
"8878",2
"8879",5
"8880",4
"8881",2
"8882",2
"8883",6
"8884",3
"8885",4
"8886",5
"8887",3
"8888",3
"8889",2
"8890",3
"8891",5
"8892",5
"8893",5
"8894",3
"8895",4
"8896",5
"8897",2
"8898",6
"8899",4
"8900",3
"8901",4
"8902",1
"8903",2
"8904",2
"8905",6
"8906",4
"8907",2
"8908",6
"8909",4
"8910",5
"8911",2
"8912",2
"8913",1
"8914",6
"8915",5
"8916",1
"8917",3
"8918",3
"8919",1
"8920",1
"8921",4
"8922",2
"8923",5
"8924",4
"8925",1
"8926",3
"8927",1
"8928",6
"8929",3
"8930",4
"8931",3
"8932",2
"8933",4
"8934",6
"8935",6
"8936",5
"8937",6
"8938",4
"8939",3
"8940",6
"8941",5
"8942",4
"8943",6
"8944",5
"8945",6
"8946",6
"8947",1
"8948",6
"8949",3
"8950",1
"8951",2
"8952",5
"8953",5
"8954",3
"8955",6
"8956",5
"8957",6
"8958",6
"8959",1
"8960",4
"8961",5
"8962",4
"8963",3
"8964",1
"8965",6
"8966",1
"8967",3
"8968",1
"8969",3
"8970",1
"8971",1
"8972",3
"8973",1
"8974",3
"8975",6
"8976",1
"8977",3
"8978",1
"8979",4
"8980",5
"8981",2
"8982",2
"8983",3
"8984",4
"8985",3
"8986",6
"8987",5
"8988",6
"8989",1
"8990",1
"8991",1
"8992",6
"8993",5
"8994",5
"8995",2
"8996",3
"8997",1
"8998",4
"8999",3
"9000",6
"9001",1
"9002",4
"9003",1
"9004",3
"9005",6
"9006",3
"9007",3
"9008",6
"9009",4
"9010",5
"9011",3
"9012",3
"9013",2
"9014",5
"9015",3
"9016",2
"9017",4
"9018",5
"9019",5
"9020",6
"9021",4
"9022",4
"9023",3
"9024",4
"9025",2
"9026",2
"9027",5
"9028",5
"9029",6
"9030",1
"9031",6
"9032",4
"9033",2
"9034",4
"9035",2
"9036",6
"9037",6
"9038",6
"9039",3
"9040",5
"9041",3
"9042",6
"9043",5
"9044",2
"9045",2
"9046",5
"9047",1
"9048",6
"9049",6
"9050",1
"9051",6
"9052",2
"9053",2
"9054",4
"9055",6
"9056",1
"9057",5
"9058",5
"9059",3
"9060",6
"9061",4
"9062",6
"9063",1
"9064",5
"9065",1
"9066",3
"9067",1
"9068",5
"9069",6
"9070",4
"9071",3
"9072",1
"9073",3
"9074",6
"9075",1
"9076",4
"9077",2
"9078",3
"9079",6
"9080",3
"9081",4
"9082",6
"9083",6
"9084",2
"9085",4
"9086",5
"9087",5
"9088",5
"9089",6
"9090",2
"9091",4
"9092",2
"9093",4
"9094",2
"9095",2
"9096",4
"9097",6
"9098",3
"9099",6
"9100",3
"9101",5
"9102",5
"9103",1
"9104",2
"9105",5
"9106",3
"9107",4
"9108",3
"9109",5
"9110",6
"9111",6
"9112",2
"9113",1
"9114",2
"9115",1
"9116",5
"9117",3
"9118",1
"9119",1
"9120",3
"9121",6
"9122",4
"9123",4
"9124",5
"9125",4
"9126",6
"9127",6
"9128",2
"9129",1
"9130",1
"9131",5
"9132",3
"9133",3
"9134",4
"9135",2
"9136",5
"9137",3
"9138",5
"9139",3
"9140",5
"9141",1
"9142",4
"9143",4
"9144",6
"9145",6
"9146",1
"9147",1
"9148",6
"9149",6
"9150",4
"9151",2
"9152",2
"9153",6
"9154",5
"9155",3
"9156",4
"9157",3
"9158",3
"9159",3
"9160",1
"9161",6
"9162",1
"9163",1
"9164",1
"9165",3
"9166",1
"9167",6
"9168",1
"9169",5
"9170",4
"9171",3
"9172",6
"9173",6
"9174",2
"9175",1
"9176",2
"9177",6
"9178",6
"9179",5
"9180",3
"9181",5
"9182",6
"9183",4
"9184",2
"9185",5
"9186",6
"9187",4
"9188",1
"9189",1
"9190",4
"9191",6
"9192",2
"9193",4
"9194",4
"9195",6
"9196",4
"9197",5
"9198",6
"9199",6
"9200",4
"9201",3
"9202",2
"9203",3
"9204",2
"9205",5
"9206",1
"9207",6
"9208",3
"9209",1
"9210",5
"9211",4
"9212",5
"9213",6
"9214",3
"9215",4
"9216",1
"9217",4
"9218",3
"9219",4
"9220",1
"9221",1
"9222",2
"9223",2
"9224",3
"9225",5
"9226",5
"9227",2
"9228",2
"9229",4
"9230",5
"9231",1
"9232",6
"9233",2
"9234",6
"9235",3
"9236",3
"9237",5
"9238",5
"9239",2
"9240",2
"9241",6
"9242",1
"9243",5
"9244",4
"9245",3
"9246",2
"9247",1
"9248",1
"9249",5
"9250",1
"9251",4
"9252",4
"9253",1
"9254",1
"9255",6
"9256",1
"9257",3
"9258",2
"9259",6
"9260",5
"9261",5
"9262",1
"9263",5
"9264",1
"9265",3
"9266",1
"9267",2
"9268",3
"9269",4
"9270",2
"9271",5
"9272",2
"9273",5
"9274",3
"9275",3
"9276",4
"9277",6
"9278",2
"9279",1
"9280",2
"9281",3
"9282",3
"9283",1
"9284",6
"9285",3
"9286",6
"9287",3
"9288",3
"9289",4
"9290",1
"9291",6
"9292",3
"9293",2
"9294",4
"9295",5
"9296",1
"9297",3
"9298",2
"9299",5
"9300",6
"9301",1
"9302",1
"9303",3
"9304",5
"9305",6
"9306",4
"9307",2
"9308",5
"9309",1
"9310",1
"9311",1
"9312",1
"9313",4
"9314",6
"9315",2
"9316",5
"9317",6
"9318",3
"9319",4
"9320",1
"9321",5
"9322",3
"9323",1
"9324",2
"9325",1
"9326",3
"9327",4
"9328",1
"9329",5
"9330",5
"9331",3
"9332",1
"9333",4
"9334",1
"9335",5
"9336",5
"9337",2
"9338",2
"9339",2
"9340",6
"9341",5
"9342",3
"9343",6
"9344",1
"9345",5
"9346",5
"9347",5
"9348",2
"9349",5
"9350",5
"9351",6
"9352",2
"9353",3
"9354",6
"9355",6
"9356",3
"9357",2
"9358",5
"9359",5
"9360",3
"9361",5
"9362",5
"9363",5
"9364",2
"9365",1
"9366",4
"9367",3
"9368",4
"9369",2
"9370",2
"9371",6
"9372",2
"9373",3
"9374",4
"9375",2
"9376",4
"9377",6
"9378",5
"9379",4
"9380",5
"9381",4
"9382",5
"9383",5
"9384",3
"9385",6
"9386",3
"9387",6
"9388",5
"9389",5
"9390",6
"9391",2
"9392",6
"9393",1
"9394",5
"9395",1
"9396",1
"9397",6
"9398",5
"9399",6
"9400",1
"9401",5
"9402",6
"9403",2
"9404",3
"9405",5
"9406",1
"9407",1
"9408",5
"9409",5
"9410",5
"9411",2
"9412",3
"9413",5
"9414",3
"9415",3
"9416",5
"9417",4
"9418",6
"9419",3
"9420",2
"9421",2
"9422",5
"9423",5
"9424",5
"9425",6
"9426",1
"9427",6
"9428",2
"9429",1
"9430",5
"9431",5
"9432",4
"9433",3
"9434",2
"9435",2
"9436",1
"9437",4
"9438",2
"9439",2
"9440",3
"9441",5
"9442",2
"9443",1
"9444",5
"9445",1
"9446",6
"9447",6
"9448",1
"9449",1
"9450",1
"9451",1
"9452",5
"9453",5
"9454",5
"9455",3
"9456",2
"9457",3
"9458",5
"9459",2
"9460",1
"9461",3
"9462",3
"9463",4
"9464",3
"9465",2
"9466",6
"9467",2
"9468",5
"9469",1
"9470",3
"9471",4
"9472",3
"9473",6
"9474",4
"9475",6
"9476",1
"9477",4
"9478",2
"9479",1
"9480",4
"9481",1
"9482",2
"9483",5
"9484",5
"9485",3
"9486",3
"9487",6
"9488",3
"9489",5
"9490",6
"9491",5
"9492",3
"9493",4
"9494",2
